2025-04-30,697,0.1486
2025-05-31,779,0.1486
2025-06-30,874,0.1486
2025-07-31,0,0.1486,billing error for massive number of kWh
2025-08-31,0,0.1486,no bill this cycle during dispute
2025-09-30,748,0.1486
2025-10-31,564,0.1486
2025-11-30,345,0.151753
2025-12-31,153,0.1529
2026-01-31,174,0.1529
2026-02-28,161,0.1529,panels removed 3-14 for roof replacement
2026-03-31,222,0.1529,panels reinstalled 4-8
